"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1101"
"Cow Dung","26"
"Electricity Fuel","72"
"KeroseneFuel","384"
"LP Gas","3913"
"Not Sated about Fuel","511"
"OthersFuel","29"
"Wood/FireWood","53158"
"Total","59194"
