"Population by Mother tongue","Number"
"Avadhi",""
"Female","86"
"Male","92"
"","178"
"Bhojpuri",""
"Female","19095"
"Male","19614"
"","38709"
"Doteli",""
"Female","62"
"Male","66"
"","128"
"Gurung",""
"Female","20"
"Male","13"
"","33"
"Magar",""
"Female","46"
"Male","35"
"","81"
"Maithili",""
"Female","2130"
"Male","2150"
"","4280"
"Nepali",""
"Female","1299"
"Male","1218"
"","2517"
"Newar",""
"Female","70"
"Male","60"
"","130"
"Not Reported",""
"Female","29"
"Male","28"
"","57"
"Others",""
"Female","22"
"Male","21"
"","43"
"Santhali",""
"Female","8"
"Male","4"
"","12"
"Tharu",""
"Female","413"
"Male","396"
"","809"
"Urdu",""
"Female","98"
"Male","81"
"","179"
