"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","40"
"Male","58"
"","98"
"Bangali",""
"Female","107"
"Male","128"
"","235"
"Baraee",""
"Female","692"
"Male","689"
"","1381"
"Brahman - Hill",""
"Female","710"
"Male","702"
"","1412"
"Brahman - Tarai",""
"Female","203"
"Male","240"
"","443"
"Chamar/ Harijan/ Ram",""
"Female","1382"
"Male","1465"
"","2847"
"Chhetri",""
"Female","545"
"Male","520"
"","1065"
"Damai/Dholi",""
"Female","91"
"Male","92"
"","183"
"Dhandi",""
"Female","52"
"Male","48"
"","100"
"Dhankar/ Dharikar",""
"Female","58"
"Male","61"
"","119"
"Dhobi",""
"Female","1035"
"Male","1036"
"","2071"
"Dhunia",""
"Female","23"
"Male","32"
"","55"
"Dusadh/ Pasawan/ Pasi",""
"Female","370"
"Male","365"
"","735"
"Gaderi/Bhedihar",""
"Female","308"
"Male","328"
"","636"
"Gurung",""
"Female","56"
"Male","46"
"","102"
"Hajam/Thakur",""
"Female","369"
"Male","400"
"","769"
"Halwai",""
"Female","120"
"Male","130"
"","250"
"Kahar",""
"Female","1231"
"Male","1275"
"","2506"
"Kalwar",""
"Female","118"
"Male","118"
"","236"
"Kami",""
"Female","306"
"Male","277"
"","583"
"Kathabaniyan",""
"Female","485"
"Male","505"
"","990"
"Kayastha",""
"Female","17"
"Male","20"
"","37"
"Kewat",""
"Female","1091"
"Male","1171"
"","2262"
"Koiri/Kushwaha",""
"Female","285"
"Male","256"
"","541"
"Kurmi",""
"Female","606"
"Male","644"
"","1250"
"Lodh",""
"Female","2130"
"Male","2226"
"","4356"
"Lohar",""
"Female","200"
"Male","216"
"","416"
"Magar",""
"Female","824"
"Male","813"
"","1637"
"Majhi",""
"Female","175"
"Male","175"
"","350"
"Mali",""
"Female","13"
"Male","9"
"","22"
"Mallaha",""
"Female","1163"
"Male","1225"
"","2388"
"Marwadi",""
"Female","99"
"Male","98"
"","197"
"Musalman",""
"Female","1884"
"Male","1823"
"","3707"
"Newar",""
"Female","88"
"Male","84"
"","172"
"Others",""
"Female","40"
"Male","30"
"","70"
"Pattharkatta/ Kushwadiya",""
"Female","7"
"Male","15"
"","22"
"Rai",""
"Female","10"
"Male","11"
"","21"
"Rajbhar",""
"Female","92"
"Male","88"
"","180"
"Rajput",""
"Female","114"
"Male","96"
"","210"
"Sanyasi/Dasnami",""
"Female","70"
"Male","75"
"","145"
"Satar/ Santhal",""
"Female","8"
"Male","4"
"","12"
"Tamang",""
"Female","9"
"Male","6"
"","15"
"Teli",""
"Female","464"
"Male","508"
"","972"
"Terai Others",""
"Female","234"
"Male","269"
"","503"
"Thakuri",""
"Female","56"
"Male","51"
"","107"
"Tharu",""
"Female","1854"
"Male","1768"
"","3622"
"Undefined Others",""
"Female","9"
"Male","10"
"","19"
"Yadav",""
"Female","3526"
"Male","3561"
"","7087"
"Yakkha",""
"Female","9"
"Male","11"
"","20"
