"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","42"
"Cow Dung","3679"
"Electricity Fuel","1"
"KeroseneFuel","109"
"LP Gas","532"
"Not Sated about Fuel","48"
"OthersFuel","25"
"Wood/FireWood","2374"
"Total","6810"
