"Population by Religion","Number"
"Bahai","0"
"Bon","8"
"Buddism","120"
"Christianity","41"
"Hindu","43250"
"Islam","3728"
"Jainism","0"
"Kirat","20"
"Prakriti","1"
"Sikhism","0"
"Undefined","6"
"Total","47174"
