"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","31"
"Cow Dung","2908"
"Electricity Fuel","0"
"KeroseneFuel","58"
"LP Gas","41"
"Not Sated about Fuel","26"
"OthersFuel","237"
"Wood/FireWood","4360"
"Total","7661"
