"Population by Mother tongue","Number"
"Bangla",""
"Female","37"
"Male","57"
"Bhojpuri",""
"Female","26"
"Male","30"
"Danuwar",""
"Female","148"
"Male","149"
"Doteli",""
"Female","90"
"Male","92"
"Gurung",""
"Female","10"
"Male","6"
"Hindi",""
"Female","91"
"Male","77"
"Limbu",""
"Female","36"
"Male","35"
"Magahi",""
"Female","32"
"Male","23"
"Magar",""
"Female","350"
"Male","292"
"Maithili",""
"Female","32001"
"Male","32193"
"Nepali",""
"Female","2748"
"Male","2669"
"Newar",""
"Female","62"
"Male","50"
"Not Reported",""
"Female","195"
"Male","198"
"Others",""
"Female","34"
"Male","18"
"Rai",""
"Female","36"
"Male","35"
"Rajsthani",""
"Female","137"
"Male","148"
"Sunuwar",""
"Female","352"
"Male","319"
"Tamang",""
"Female","218"
"Male","205"
"Tharu",""
"Female","7069"
"Male","6504"
"Urdu",""
"Female","2579"
"Male","2415"
