"Population by Five Years Age Group","Number"
"0-4",""
"Female","4324"
"Male","4604"
"10-14",""
"Female","6134"
"Male","6333"
"15-19",""
"Female","4729"
"Male","4972"
"20-24",""
"Female","4032"
"Male","3490"
"25-29",""
"Female","3972"
"Male","3184"
"30-34",""
"Female","3394"
"Male","2717"
"35-39",""
"Female","3133"
"Male","2930"
"40-44",""
"Female","2527"
"Male","2444"
"45-49",""
"Female","2001"
"Male","2254"
"50-54",""
"Female","1634"
"Male","1720"
"55-59",""
"Female","1401"
"Male","1580"
"5-9",""
"Female","5774"
"Male","6264"
"60-64",""
"Female","1382"
"Male","1304"
"65-69",""
"Female","823"
"Male","923"
"70-74",""
"Female","546"
"Male","575"
"75+",""
"Female","469"
"Male","471"
