"Population by Five Years Age Group","Number"
"0-4",""
"Female","2148"
"Male","2250"
"10-14",""
"Female","2303"
"Male","2441"
"15-19",""
"Female","1314"
"Male","1677"
"20-24",""
"Female","1271"
"Male","1235"
"25-29",""
"Female","1313"
"Male","1300"
"30-34",""
"Female","1406"
"Male","1203"
"35-39",""
"Female","1092"
"Male","1191"
"40-44",""
"Female","936"
"Male","974"
"45-49",""
"Female","704"
"Male","860"
"50-54",""
"Female","546"
"Male","631"
"55-59",""
"Female","527"
"Male","543"
"5-9",""
"Female","2649"
"Male","2887"
"60-64",""
"Female","488"
"Male","546"
"65-69",""
"Female","373"
"Male","390"
"70-74",""
"Female","231"
"Male","270"
"75+",""
"Female","164"
"Male","179"
