"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","0"
"Electricity Fuel","92"
"KeroseneFuel","9"
"LP Gas","26"
"Not Sated about Fuel","10"
"OthersFuel","0"
"Wood/FireWood","4204"
"Total","4345"
