"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1894"
"Male","1680"
"","3574"
"Chhetri",""
"Female","4395"
"Male","3743"
"","8138"
"Damai/Dholi",""
"Female","329"
"Male","237"
"","566"
"Gharti/Bhujel",""
"Female","221"
"Male","207"
"","428"
"Gurung",""
"Female","28"
"Male","18"
"","46"
"Kami",""
"Female","600"
"Male","523"
"","1123"
"Magar",""
"Female","84"
"Male","72"
"","156"
"Majhi",""
"Female","147"
"Male","125"
"","272"
"Newar",""
"Female","474"
"Male","407"
"","881"
"Others",""
"Female","27"
"Male","27"
"","54"
"Rai",""
"Female","6"
"Male","7"
"","13"
"Sanyasi/Dasnami",""
"Female","110"
"Male","111"
"","221"
"Sarki",""
"Female","647"
"Male","605"
"","1252"
"Sherpa",""
"Female","130"
"Male","127"
"","257"
"Sunuwar",""
"Female","555"
"Male","479"
"","1034"
"Tamang",""
"Female","419"
"Male","401"
"","820"
"Thami",""
"Female","7"
"Male","7"
"","14"
