"Population by Single Year of Age","Number"
"0",""
"Female","397"
"Male","479"
"1",""
"Female","328"
"Male","369"
"10",""
"Female","770"
"Male","773"
"11",""
"Female","687"
"Male","649"
"12",""
"Female","764"
"Male","804"
"13",""
"Female","717"
"Male","759"
"14",""
"Female","738"
"Male","720"
"15",""
"Female","703"
"Male","715"
"16",""
"Female","779"
"Male","753"
"17",""
"Female","710"
"Male","667"
"18",""
"Female","812"
"Male","753"
"19",""
"Female","582"
"Male","610"
"2",""
"Female","438"
"Male","490"
"20",""
"Female","757"
"Male","744"
"21",""
"Female","601"
"Male","583"
"22",""
"Female","735"
"Male","558"
"23",""
"Female","596"
"Male","386"
"24",""
"Female","615"
"Male","399"
"25",""
"Female","725"
"Male","450"
"26",""
"Female","604"
"Male","346"
"27",""
"Female","557"
"Male","345"
"28",""
"Female","710"
"Male","401"
"29",""
"Female","396"
"Male","272"
"3",""
"Female","472"
"Male","473"
"30",""
"Female","753"
"Male","521"
"31",""
"Female","323"
"Male","264"
"32",""
"Female","497"
"Male","332"
"33",""
"Female","362"
"Male","260"
"34",""
"Female","358"
"Male","220"
"35",""
"Female","720"
"Male","455"
"36",""
"Female","356"
"Male","235"
"37",""
"Female","253"
"Male","215"
"38",""
"Female","401"
"Male","287"
"39",""
"Female","260"
"Male","173"
"4",""
"Female","459"
"Male","560"
"40",""
"Female","668"
"Male","466"
"41",""
"Female","197"
"Male","141"
"42",""
"Female","319"
"Male","224"
"43",""
"Female","254"
"Male","169"
"44",""
"Female","207"
"Male","156"
"45",""
"Female","493"
"Male","376"
"46",""
"Female","227"
"Male","205"
"47",""
"Female","170"
"Male","120"
"48",""
"Female","283"
"Male","246"
"49",""
"Female","190"
"Male","169"
"5",""
"Female","530"
"Male","604"
"50",""
"Female","474"
"Male","388"
"51",""
"Female","162"
"Male","150"
"52",""
"Female","214"
"Male","218"
"53",""
"Female","162"
"Male","150"
"54",""
"Female","173"
"Male","121"
"55",""
"Female","295"
"Male","237"
"56",""
"Female","166"
"Male","149"
"57",""
"Female","135"
"Male","161"
"58",""
"Female","152"
"Male","156"
"59",""
"Female","126"
"Male","100"
"6",""
"Female","543"
"Male","607"
"60",""
"Female","378"
"Male","300"
"61",""
"Female","131"
"Male","116"
"62",""
"Female","147"
"Male","151"
"63",""
"Female","117"
"Male","105"
"64",""
"Female","122"
"Male","112"
"65",""
"Female","227"
"Male","229"
"66",""
"Female","92"
"Male","78"
"67",""
"Female","108"
"Male","94"
"68",""
"Female","152"
"Male","136"
"69",""
"Female","52"
"Male","73"
"7",""
"Female","669"
"Male","619"
"70",""
"Female","170"
"Male","179"
"71",""
"Female","31"
"Male","54"
"72",""
"Female","72"
"Male","102"
"73",""
"Female","45"
"Male","67"
"74",""
"Female","39"
"Male","40"
"75",""
"Female","100"
"Male","98"
"76",""
"Female","46"
"Male","74"
"77",""
"Female","38"
"Male","50"
"78",""
"Female","49"
"Male","62"
"79",""
"Female","18"
"Male","42"
"8",""
"Female","647"
"Male","705"
"80",""
"Female","67"
"Male","58"
"81",""
"Female","12"
"Male","27"
"82",""
"Female","23"
"Male","40"
"83",""
"Female","21"
"Male","20"
"84",""
"Female","24"
"Male","28"
"85",""
"Female","94"
"Male","86"
"9",""
"Female","590"
"Male","643"
