"Population by Five Years Age Group","Number"
"0-4",""
"Female","2874"
"Male","3014"
"10-14",""
"Female","4036"
"Male","4144"
"15-19",""
"Female","3543"
"Male","3168"
"20-24",""
"Female","3100"
"Male","2760"
"25-29",""
"Female","2664"
"Male","3078"
"30-34",""
"Female","1967"
"Male","1733"
"35-39",""
"Female","1773"
"Male","1524"
"40-44",""
"Female","1378"
"Male","1161"
"45-49",""
"Female","1065"
"Male","978"
"50-54",""
"Female","843"
"Male","791"
"55-59",""
"Female","691"
"Male","645"
"5-9",""
"Female","3622"
"Male","3711"
"60-64",""
"Female","814"
"Male","695"
"65-69",""
"Female","536"
"Male","527"
"70-74",""
"Female","371"
"Male","368"
"75+",""
"Female","389"
"Male","323"
