"Population by Mother tongue","Number"
"Achhami",""
"Female","3064"
"Male","2615"
"Assami",""
"Female","12"
"Male","7"
"Baitadeli",""
"Female","68"
"Male","91"
"Bajhangi",""
"Female","461"
"Male","429"
"Bajureli",""
"Female","382"
"Male","266"
"Bhojpuri",""
"Female","8"
"Male","3"
"Darchuleli",""
"Female","59"
"Male","56"
"Doteli",""
"Female","9893"
"Male","8241"
"Gurung",""
"Female","24"
"Male","18"
"Hindi",""
"Female","47"
"Male","60"
"Kham",""
"Female","130"
"Male","127"
"Magar",""
"Female","409"
"Male","370"
"Maithili",""
"Female","81"
"Male","88"
"Nepali",""
"Female","5876"
"Male","5287"
"Others",""
"Female","71"
"Male","58"
"Raji",""
"Female","157"
"Male","135"
"Sign Language",""
"Female","6"
"Male","6"
"Tamang",""
"Female","55"
"Male","34"
"Tharu",""
"Female","8385"
"Male","8224"
"Urdu",""
"Female","5"
"Male","6"
