"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","436"
"Cow Dung","27"
"Electricity","4"
"Kerosene","41"
"LP Gas","69"
"Not stated","51"
"Others","5"
"Wood/Firewood","9439"
"Total","10072"
