"Population by Single Year of Age","Number"
"0",""
"Female","99"
"Male","92"
"1",""
"Female","69"
"Male","78"
"10",""
"Female","86"
"Male","86"
"11",""
"Female","70"
"Male","88"
"12",""
"Female","88"
"Male","74"
"13",""
"Female","79"
"Male","77"
"14",""
"Female","56"
"Male","69"
"15",""
"Female","82"
"Male","68"
"16",""
"Female","61"
"Male","50"
"17",""
"Female","67"
"Male","44"
"18",""
"Female","61"
"Male","49"
"19",""
"Female","39"
"Male","32"
"2",""
"Female","83"
"Male","63"
"20",""
"Female","77"
"Male","72"
"21",""
"Female","47"
"Male","38"
"22",""
"Female","59"
"Male","49"
"23",""
"Female","47"
"Male","25"
"24",""
"Female","51"
"Male","31"
"25",""
"Female","72"
"Male","50"
"26",""
"Female","54"
"Male","49"
"27",""
"Female","56"
"Male","51"
"28",""
"Female","57"
"Male","33"
"29",""
"Female","37"
"Male","37"
"3",""
"Female","77"
"Male","85"
"30",""
"Female","67"
"Male","62"
"31",""
"Female","44"
"Male","42"
"32",""
"Female","43"
"Male","41"
"33",""
"Female","38"
"Male","36"
"34",""
"Female","46"
"Male","37"
"35",""
"Female","68"
"Male","63"
"36",""
"Female","48"
"Male","40"
"37",""
"Female","44"
"Male","39"
"38",""
"Female","58"
"Male","51"
"39",""
"Female","35"
"Male","28"
"4",""
"Female","103"
"Male","95"
"40",""
"Female","80"
"Male","79"
"41",""
"Female","36"
"Male","37"
"42",""
"Female","54"
"Male","43"
"43",""
"Female","41"
"Male","28"
"44",""
"Female","45"
"Male","33"
"45",""
"Female","66"
"Male","60"
"46",""
"Female","28"
"Male","34"
"47",""
"Female","39"
"Male","27"
"48",""
"Female","37"
"Male","41"
"49",""
"Female","43"
"Male","31"
"5",""
"Female","95"
"Male","97"
"50",""
"Female","75"
"Male","65"
"51",""
"Female","28"
"Male","37"
"52",""
"Female","26"
"Male","32"
"53",""
"Female","27"
"Male","22"
"54",""
"Female","30"
"Male","25"
"55",""
"Female","51"
"Male","58"
"56",""
"Female","21"
"Male","35"
"57",""
"Female","12"
"Male","20"
"58",""
"Female","29"
"Male","29"
"59",""
"Female","17"
"Male","21"
"6",""
"Female","113"
"Male","123"
"60",""
"Female","63"
"Male","60"
"61",""
"Female","32"
"Male","31"
"62",""
"Female","19"
"Male","21"
"63",""
"Female","28"
"Male","23"
"64",""
"Female","23"
"Male","15"
"65",""
"Female","51"
"Male","47"
"66",""
"Female","15"
"Male","26"
"67",""
"Female","18"
"Male","14"
"68",""
"Female","26"
"Male","20"
"69",""
"Female","5"
"Male","7"
"7",""
"Female","93"
"Male","95"
"70",""
"Female","38"
"Male","17"
"71",""
"Female","9"
"Male","10"
"72",""
"Female","12"
"Male","17"
"73",""
"Female","11"
"Male","7"
"74",""
"Female","10"
"Male","12"
"75",""
"Female","21"
"Male","18"
"76",""
"Female","8"
"Male","8"
"77",""
"Female","6"
"Male","6"
"78",""
"Female","10"
"Male","6"
"79",""
"Female","1"
"Male","4"
"8",""
"Female","95"
"Male","94"
"80",""
"Female","7"
"Male","8"
"81",""
"Female","4"
"Male","2"
"82",""
"Female","4"
"Male","5"
"83",""
"Female","6"
"Male","3"
"84",""
"Female","2"
"Male","1"
"85",""
"Female","11"
"Male","9"
"9",""
"Female","73"
"Male","68"
