"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","162"
"Cow Dung","0"
"Electricity","5"
"Kerosene","14"
"LP Gas","144"
"Not stated","6"
"Others","0"
"Wood/Firewood","4006"
"Total","4337"
