"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","13"
"Cow Dung","4421"
"Electricity Fuel","1"
"KeroseneFuel","186"
"LP Gas","40"
"Not Sated about Fuel","94"
"OthersFuel","6"
"Wood/FireWood","634"
"Total","5395"
