"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","53"
"Cow Dung","1"
"Electricity","4"
"Kerosene","9"
"LP Gas","14"
"Not stated","2"
"Others","0"
"Wood/Firewood","2507"
"Total","2590"
