"Population by Five Years Age Group","Number"
"0-4",""
"Female","460"
"Male","464"
"10-14",""
"Female","676"
"Male","640"
"15-19",""
"Female","633"
"Male","623"
"20-24",""
"Female","507"
"Male","307"
"25-29",""
"Female","393"
"Male","219"
"30-34",""
"Female","318"
"Male","175"
"35-39",""
"Female","320"
"Male","185"
"40-44",""
"Female","320"
"Male","216"
"45-49",""
"Female","334"
"Male","220"
"50-54",""
"Female","321"
"Male","291"
"55-59",""
"Female","254"
"Male","258"
"5-9",""
"Female","518"
"Male","518"
"60-64",""
"Female","284"
"Male","251"
"65-69",""
"Female","192"
"Male","181"
"70-74",""
"Female","176"
"Male","201"
"75+",""
"Female","249"
"Male","271"
