"Population by Five Years Age Group","Number"
"0-4",""
"Female","2515"
"Male","2501"
"10-14",""
"Female","2753"
"Male","2930"
"15-19",""
"Female","1623"
"Male","2103"
"20-24",""
"Female","1412"
"Male","1473"
"25-29",""
"Female","1563"
"Male","1452"
"30-34",""
"Female","1560"
"Male","1384"
"35-39",""
"Female","1395"
"Male","1449"
"40-44",""
"Female","1058"
"Male","1245"
"45-49",""
"Female","843"
"Male","954"
"50-54",""
"Female","642"
"Male","795"
"55-59",""
"Female","606"
"Male","644"
"5-9",""
"Female","3093"
"Male","3258"
"60-64",""
"Female","553"
"Male","628"
"65-69",""
"Female","460"
"Male","434"
"70-74",""
"Female","287"
"Male","343"
"75+",""
"Female","182"
"Male","198"
