"Population by Single Year of Age","Number"
"0",""
"Female","378"
"Male","433"
"1",""
"Female","359"
"Male","346"
"10",""
"Female","876"
"Male","945"
"11",""
"Female","335"
"Male","350"
"12",""
"Female","662"
"Male","732"
"13",""
"Female","426"
"Male","429"
"14",""
"Female","454"
"Male","474"
"15",""
"Female","483"
"Male","572"
"16",""
"Female","361"
"Male","469"
"17",""
"Female","238"
"Male","316"
"18",""
"Female","370"
"Male","535"
"19",""
"Female","171"
"Male","211"
"2",""
"Female","555"
"Male","536"
"20",""
"Female","475"
"Male","558"
"21",""
"Female","119"
"Male","159"
"22",""
"Female","367"
"Male","383"
"23",""
"Female","243"
"Male","166"
"24",""
"Female","208"
"Male","207"
"25",""
"Female","642"
"Male","625"
"26",""
"Female","201"
"Male","188"
"27",""
"Female","198"
"Male","188"
"28",""
"Female","441"
"Male","335"
"29",""
"Female","81"
"Male","116"
"3",""
"Female","589"
"Male","593"
"30",""
"Female","736"
"Male","736"
"31",""
"Female","80"
"Male","74"
"32",""
"Female","404"
"Male","336"
"33",""
"Female","167"
"Male","107"
"34",""
"Female","173"
"Male","131"
"35",""
"Female","659"
"Male","786"
"36",""
"Female","187"
"Male","210"
"37",""
"Female","113"
"Male","118"
"38",""
"Female","369"
"Male","275"
"39",""
"Female","67"
"Male","60"
"4",""
"Female","634"
"Male","593"
"40",""
"Female","605"
"Male","796"
"41",""
"Female","61"
"Male","85"
"42",""
"Female","202"
"Male","235"
"43",""
"Female","120"
"Male","58"
"44",""
"Female","70"
"Male","71"
"45",""
"Female","461"
"Male","630"
"46",""
"Female","72"
"Male","74"
"47",""
"Female","64"
"Male","73"
"48",""
"Female","209"
"Male","134"
"49",""
"Female","37"
"Male","43"
"5",""
"Female","649"
"Male","728"
"50",""
"Female","414"
"Male","551"
"51",""
"Female","29"
"Male","47"
"52",""
"Female","96"
"Male","112"
"53",""
"Female","62"
"Male","44"
"54",""
"Female","41"
"Male","41"
"55",""
"Female","337"
"Male","394"
"56",""
"Female","57"
"Male","71"
"57",""
"Female","52"
"Male","53"
"58",""
"Female","128"
"Male","95"
"59",""
"Female","32"
"Male","31"
"6",""
"Female","634"
"Male","657"
"60",""
"Female","343"
"Male","446"
"61",""
"Female","21"
"Male","32"
"62",""
"Female","109"
"Male","98"
"63",""
"Female","57"
"Male","23"
"64",""
"Female","23"
"Male","29"
"65",""
"Female","305"
"Male","287"
"66",""
"Female","20"
"Male","26"
"67",""
"Female","31"
"Male","27"
"68",""
"Female","88"
"Male","74"
"69",""
"Female","16"
"Male","20"
"7",""
"Female","598"
"Male","645"
"70",""
"Female","216"
"Male","262"
"71",""
"Female","19"
"Male","21"
"72",""
"Female","33"
"Male","44"
"73",""
"Female","11"
"Male","7"
"74",""
"Female","8"
"Male","9"
"75",""
"Female","93"
"Male","96"
"76",""
"Female","3"
"Male","4"
"77",""
"Female","7"
"Male","5"
"78",""
"Female","8"
"Male","9"
"79",""
"Female","5"
"Male","3"
"8",""
"Female","805"
"Male","797"
"80",""
"Female","30"
"Male","39"
"81",""
"Female","3"
"Male","3"
"82",""
"Female","4"
"Male","2"
"83",""
"Female","5"
"Male","1"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","24"
"Male","35"
"9",""
"Female","407"
"Male","431"
