"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","11"
"Cow Dung","2098"
"Electricity","0"
"Kerosene","87"
"LP Gas","46"
"Not stated","68"
"Others","52"
"Wood/Firewood","4509"
"Total","6871"
