"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2300"
"Male","2103"
"","4403"
"Chepang /Praja",""
"Female","1763"
"Male","1839"
"","3602"
"Chhetri",""
"Female","2626"
"Male","2375"
"","5001"
"Dalit Others",""
"Female","12"
"Male","6"
"","18"
"Damai/Dholi",""
"Female","276"
"Male","263"
"","539"
"Danuwar",""
"Female","15"
"Male","13"
"","28"
"Gharti/Bhujel",""
"Female","24"
"Male","24"
"","48"
"Gurung",""
"Female","110"
"Male","105"
"","215"
"Kami",""
"Female","965"
"Male","805"
"","1770"
"Kanu",""
"Female","7"
"Male","5"
"","12"
"Kathabaniyan",""
"Female","6"
"Male","5"
"","11"
"Limbu",""
"Female","29"
"Male","30"
"","59"
"Magar",""
"Female","580"
"Male","480"
"","1060"
"Majhi",""
"Female","98"
"Male","99"
"","197"
"Musalman",""
"Female","60"
"Male","58"
"","118"
"Newar",""
"Female","416"
"Male","382"
"","798"
"Others",""
"Female","59"
"Male","33"
"","92"
"Pahari",""
"Female","16"
"Male","14"
"","30"
"Rai",""
"Female","741"
"Male","660"
"","1401"
"Rajput",""
"Female","3"
"Male","8"
"","11"
"Sanyasi/Dasnami",""
"Female","309"
"Male","323"
"","632"
"Sarki",""
"Female","59"
"Male","47"
"","106"
"Tamang",""
"Female","9252"
"Male","8714"
"","17966"
"Teli",""
"Female","11"
"Male","14"
"","25"
"Thakuri",""
"Female","124"
"Male","93"
"","217"
"Tharu",""
"Female","12"
"Male","12"
"","24"
"Undefined Others",""
"Female","6"
"Male","10"
"","16"
