"Population by Caste Ethinicity","Number"
"Badi",""
"Female","35"
"Male","30"
"","65"
"Brahman - Hill",""
"Female","3206"
"Male","2443"
"","5649"
"Chhetri",""
"Female","3629"
"Male","2667"
"","6296"
"Damai/Dholi",""
"Female","444"
"Male","345"
"","789"
"Gaine",""
"Female","38"
"Male","30"
"","68"
"Gharti/Bhujel",""
"Female","320"
"Male","225"
"","545"
"Gurung",""
"Female","4"
"Male","8"
"","12"
"Kami",""
"Female","1875"
"Male","1406"
"","3281"
"Khawas",""
"Female","20"
"Male","18"
"","38"
"Kumal",""
"Female","149"
"Male","132"
"","281"
"Magar",""
"Female","1459"
"Male","1041"
"","2500"
"Newar",""
"Female","153"
"Male","124"
"","277"
"Others",""
"Female","18"
"Male","17"
"","35"
"Sanyasi/Dasnami",""
"Female","360"
"Male","257"
"","617"
"Sarki",""
"Female","947"
"Male","715"
"","1662"
"Sunuwar",""
"Female","74"
"Male","60"
"","134"
"Thakuri",""
"Female","109"
"Male","75"
"","184"
"Yakkha",""
"Female","7"
"Male","14"
"","21"
