"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","4"
"Electricity Fuel","0"
"KeroseneFuel","19"
"LP Gas","32"
"Not Sated about Fuel","6"
"OthersFuel","0"
"Wood/FireWood","5244"
"Total","5307"
