"Population by Five Years Age Group","Number"
"0-4",""
"Female","1464"
"Male","1517"
"10-14",""
"Female","2415"
"Male","2404"
"15-19",""
"Female","2122"
"Male","1956"
"20-24",""
"Female","1795"
"Male","1310"
"25-29",""
"Female","1489"
"Male","1198"
"30-34",""
"Female","1309"
"Male","1029"
"35-39",""
"Female","1165"
"Male","1077"
"40-44",""
"Female","1031"
"Male","972"
"45-49",""
"Female","805"
"Male","820"
"50-54",""
"Female","673"
"Male","698"
"55-59",""
"Female","546"
"Male","550"
"5-9",""
"Female","1980"
"Male","2008"
"60-64",""
"Female","521"
"Male","507"
"65-69",""
"Female","387"
"Male","387"
"70-74",""
"Female","240"
"Male","281"
"75+",""
"Female","369"
"Male","378"
