"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","280"
"Male","331"
"Chamling",""
"Female","4"
"Male","7"
"Chepang",""
"Female","59"
"Male","43"
"Danuwar",""
"Female","33"
"Male","34"
"Gurung",""
"Female","20"
"Male","27"
"Hindi",""
"Female","7"
"Male","11"
"Magar",""
"Female","420"
"Male","411"
"Maithili",""
"Female","1539"
"Male","1541"
"Majhi",""
"Female","63"
"Male","62"
"Nepali",""
"Female","8796"
"Male","7987"
"Newar",""
"Female","430"
"Male","436"
"Not Reported",""
"Female","32"
"Male","20"
"Others",""
"Female","12"
"Male","18"
"Rai",""
"Female","137"
"Male","118"
"Tamang",""
"Female","6372"
"Male","5856"
"Tharu",""
"Female","27"
"Male","36"
"Urdu",""
"Female","78"
"Male","88"
