"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","0"
"Cow Dung","0"
"Electricity","6"
"Kerosene","9"
"LP Gas","166"
"Not stated","10"
"Others","1"
"Wood/Firewood","3485"
"Total","3677"
