"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","19069"
"Christianity","520"
"Hindu","6539"
"Islam","7"
"Jainism","0"
"Kirat","0"
"Prakriti","1485"
"Sikhism","0"
"Undefined","106"
"Total","27727"
