"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","7"
"Male","8"
"","15"
"Danuwar",""
"Female","1334"
"Male","1159"
"","2493"
"Magar",""
"Female","546"
"Male","511"
"","1057"
"Maithili",""
"Female","10"
"Male","21"
"","31"
"Majhi",""
"Female","391"
"Male","350"
"","741"
"Nepali",""
"Female","1901"
"Male","1848"
"","3749"
"Newar",""
"Female","93"
"Male","84"
"","177"
"Not Reported",""
"Female","15"
"Male","12"
"","27"
"Others",""
"Female","9"
"Male","14"
"","23"
"Pahari",""
"Female","43"
"Male","40"
"","83"
"Rai",""
"Female","431"
"Male","379"
"","810"
"Sign Language",""
"Female","25"
"Male","30"
"","55"
"Tamang",""
"Female","9647"
"Male","8819"
"","18466"
