"Population by Caste Ethinicity","Number"
"Badi",""
"Female","16"
"Male","20"
"","36"
"Brahman - Hill",""
"Female","120"
"Male","129"
"","249"
"Chhetri",""
"Female","149"
"Male","161"
"","310"
"Dalit Others",""
"Female","21"
"Male","19"
"","40"
"Damai/Dholi",""
"Female","117"
"Male","93"
"","210"
"Danuwar",""
"Female","1350"
"Male","1166"
"","2516"
"Ghale",""
"Female","28"
"Male","19"
"","47"
"Gharti/Bhujel",""
"Female","27"
"Male","36"
"","63"
"Gurung",""
"Female","6"
"Male","6"
"","12"
"Kami",""
"Female","491"
"Male","522"
"","1013"
"Magar",""
"Female","931"
"Male","875"
"","1806"
"Majhi",""
"Female","466"
"Male","430"
"","896"
"Newar",""
"Female","142"
"Male","131"
"","273"
"Others",""
"Female","41"
"Male","50"
"","91"
"Pahari",""
"Female","372"
"Male","333"
"","705"
"Rai",""
"Female","436"
"Male","382"
"","818"
"Sarki",""
"Female","32"
"Male","33"
"","65"
"Tamang",""
"Female","9707"
"Male","8870"
"","18577"
