"Population by Mother tongue","Number"
"Bahing",""
"Female","19"
"Male","18"
"","37"
"Bantawa",""
"Female","590"
"Male","582"
"","1172"
"Bhujel",""
"Female","255"
"Male","279"
"","534"
"Chamling",""
"Female","353"
"Male","336"
"","689"
"Gurung",""
"Female","98"
"Male","85"
"","183"
"Hayu/Vayu",""
"Female","14"
"Male","15"
"","29"
"Khaling",""
"Female","8"
"Male","7"
"","15"
"Kulung",""
"Female","68"
"Male","75"
"","143"
"Lapcha",""
"Female","446"
"Male","451"
"","897"
"Limbu",""
"Female","457"
"Male","420"
"","877"
"Lingkhim",""
"Female","11"
"Male","11"
"","22"
"Lohorung",""
"Female","19"
"Male","17"
"","36"
"Magar",""
"Female","280"
"Male","282"
"","562"
"Maithili",""
"Female","30"
"Male","30"
"","60"
"Nachhiring",""
"Female","52"
"Male","34"
"","86"
"Nepali",""
"Female","4336"
"Male","4079"
"","8415"
"Newar",""
"Female","170"
"Male","173"
"","343"
"Not Reported",""
"Female","71"
"Male","59"
"","130"
"Others",""
"Female","88"
"Male","88"
"","176"
"Puma",""
"Female","8"
"Male","15"
"","23"
"Rai",""
"Female","1160"
"Male","1088"
"","2248"
"Sampang",""
"Female","166"
"Male","252"
"","418"
"Sherpa",""
"Female","23"
"Male","25"
"","48"
"Sunuwar",""
"Female","151"
"Male","131"
"","282"
"Tamang",""
"Female","735"
"Male","697"
"","1432"
"Thulung",""
"Female","34"
"Male","38"
"","72"
"Yakkha",""
"Female","8"
"Male","8"
"","16"
"Yamphu/Yamphe",""
"Female","96"
"Male","94"
"","190"
