"Number of households by type of outer wall","Number"
"BambooWall","88"
"Cement Bonded Bricks/Stone Wall","949"
"Mud Bonded Bricks/Stone Wall","2959"
"Not Stated about Wall","21"
"Other Type Wall","38"
"Unbaked Bricks","3"
"Wood/Planks","720"
"Total","4778"
