"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","23"
"Cow Dung","4"
"Electricity Fuel","2"
"KeroseneFuel","20"
"LP Gas","765"
"Not Sated about Fuel","14"
"OthersFuel","13"
"Wood/FireWood","3937"
"Total","4778"
