"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","6647"
"Christianity","1977"
"Hindu","15361"
"Islam","158"
"Jainism","0"
"Kirat","1"
"Prakriti","902"
"Sikhism","0"
"Undefined","21"
"Total","25067"
