"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","51"
"Male","170"
"","221"
"Bhujel",""
"Female","22"
"Male","27"
"","49"
"Chepang",""
"Female","2676"
"Male","2785"
"","5461"
"Gurung",""
"Female","921"
"Male","865"
"","1786"
"Hindi",""
"Female","20"
"Male","47"
"","67"
"Magar",""
"Female","939"
"Male","904"
"","1843"
"Maithili",""
"Female","28"
"Male","46"
"","74"
"Nepali",""
"Female","7435"
"Male","7182"
"","14617"
"Newar",""
"Female","98"
"Male","95"
"","193"
"Not Reported",""
"Female","5"
"Male","7"
"","12"
"Others",""
"Female","2"
"Male","4"
"","6"
"Rai",""
"Female","11"
"Male","13"
"","24"
"Tamang",""
"Female","245"
"Male","220"
"","465"
"Thakali",""
"Female","50"
"Male","36"
"","86"
"Tharu",""
"Female","10"
"Male","9"
"","19"
"Urdu",""
"Female","29"
"Male","50"
"","79"
