"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","616"
"Male","583"
"","1199"
"Chepang /Praja",""
"Female","4077"
"Male","4276"
"","8353"
"Chhetri",""
"Female","567"
"Male","554"
"","1121"
"Damai/Dholi",""
"Female","160"
"Male","168"
"","328"
"Gharti/Bhujel",""
"Female","379"
"Male","373"
"","752"
"Gurung",""
"Female","3420"
"Male","3269"
"","6689"
"Kalwar",""
"Female","14"
"Male","41"
"","55"
"Kami",""
"Female","405"
"Male","386"
"","791"
"Kathabaniyan",""
"Female","15"
"Male","23"
"","38"
"Kumal",""
"Female","13"
"Male","4"
"","17"
"Magar",""
"Female","1570"
"Male","1427"
"","2997"
"Majhi",""
"Female","1"
"Male","12"
"","13"
"Musalman",""
"Female","69"
"Male","89"
"","158"
"Newar",""
"Female","401"
"Male","375"
"","776"
"Others",""
"Female","48"
"Male","58"
"","106"
"Rai",""
"Female","33"
"Male","40"
"","73"
"Sanyasi/Dasnami",""
"Female","96"
"Male","97"
"","193"
"Sarki",""
"Female","6"
"Male","6"
"","12"
"Tamang",""
"Female","513"
"Male","472"
"","985"
"Teli",""
"Female","30"
"Male","92"
"","122"
"Terai Others",""
"Female","3"
"Male","11"
"","14"
"Thakali",""
"Female","60"
"Male","49"
"","109"
"Thakuri",""
"Female","11"
"Male","9"
"","20"
"Tharu",""
"Female","28"
"Male","23"
"","51"
"Yadav",""
"Female","7"
"Male","23"
"","30"
