"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","31"
"Male","92"
"","123"
"Byasi/Sauka",""
"Female","38"
"Male","59"
"","97"
"Chhetri",""
"Female","2312"
"Male","2367"
"","4679"
"Damai/Dholi",""
"Female","101"
"Male","117"
"","218"
"Kami",""
"Female","556"
"Male","585"
"","1141"
"Magar",""
"Female","13"
"Male","43"
"","56"
"Newar",""
"Female","4"
"Male","10"
"","14"
"Others",""
"Female","14"
"Male","56"
"","70"
"Sanyasi/Dasnami",""
"Female","8"
"Male","6"
"","14"
"Sarki",""
"Female","14"
"Male","10"
"","24"
"Tamang",""
"Female","1075"
"Male","1132"
"","2207"
"Thakuri",""
"Female","1420"
"Male","1482"
"","2902"
"Tharu",""
"Female","3"
"Male","9"
"","12"
