"Population by Caste Ethinicity","Number"
"Badi",""
"Female","62"
"Male","38"
"","100"
"Bangali",""
"Female","18"
"Male","17"
"","35"
"Brahman - Hill",""
"Female","2627"
"Male","2260"
"","4887"
"Chhetri",""
"Female","2637"
"Male","2125"
"","4762"
"Dalit Others",""
"Female","72"
"Male","53"
"","125"
"Damai/Dholi",""
"Female","514"
"Male","373"
"","887"
"Gurung",""
"Female","16"
"Male","13"
"","29"
"Hajam/Thakur",""
"Female","13"
"Male","9"
"","22"
"Kami",""
"Female","2295"
"Male","1767"
"","4062"
"Kayastha",""
"Female","6"
"Male","9"
"","15"
"Kumal",""
"Female","16"
"Male","12"
"","28"
"Kurmi",""
"Female","10"
"Male","11"
"","21"
"Lohar",""
"Female","380"
"Male","271"
"","651"
"Magar",""
"Female","444"
"Male","393"
"","837"
"Musalman",""
"Female","178"
"Male","152"
"","330"
"Newar",""
"Female","16"
"Male","10"
"","26"
"Others",""
"Female","52"
"Male","34"
"","86"
"Sanyasi/Dasnami",""
"Female","220"
"Male","174"
"","394"
"Sarki",""
"Female","205"
"Male","153"
"","358"
"Tamang",""
"Female","14"
"Male","2"
"","16"
"Teli",""
"Female","12"
"Male","13"
"","25"
"Terai Others",""
"Female","17"
"Male","9"
"","26"
"Thakuri",""
"Female","802"
"Male","699"
"","1501"
"Tharu",""
"Female","14958"
"Male","14359"
"","29317"
