"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","2"
"Electricity","9"
"Kerosene","14"
"LP Gas","169"
"Not stated","12"
"Others","18"
"Wood/Firewood","4819"
"Total","5047"
