"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","67"
"Cow Dung","2"
"Electricity Fuel","1"
"KeroseneFuel","221"
"LP Gas","6442"
"Not Sated about Fuel","141"
"OthersFuel","10"
"Wood/FireWood","5222"
"Total","12106"
