"Population by Mother tongue","Number"
"Bangla",""
"Female","59"
"Male","59"
"Bhojpuri",""
"Female","56"
"Male","62"
"Chamling",""
"Female","13"
"Male","11"
"Hindi",""
"Female","126"
"Male","80"
"Khaling",""
"Female","4"
"Male","8"
"Limbu",""
"Female","6"
"Male","6"
"Magahi",""
"Female","9"
"Male","7"
"Magar",""
"Female","1089"
"Male","1038"
"Maithili",""
"Female","19534"
"Male","18750"
"Musalman",""
"Female","101"
"Male","97"
"Nepali",""
"Female","2333"
"Male","2185"
"Newar",""
"Female","221"
"Male","239"
"Not Reported",""
"Female","120"
"Male","110"
"Others",""
"Female","55"
"Male","41"
"Rai",""
"Female","84"
"Male","75"
"Rajsthani",""
"Female","24"
"Male","21"
"Sunuwar",""
"Female","47"
"Male","47"
"Tamang",""
"Female","1342"
"Male","1272"
"Uranw/Urau",""
"Female","120"
"Male","97"
"Urdu",""
"Female","1384"
"Male","1176"
"Wambule",""
"Female","16"
"Male","13"
