"Population by Five Years Age Group","Number"
"0-4",""
"Female","2588"
"Male","2706"
"10-14",""
"Female","3482"
"Male","3729"
"15-19",""
"Female","2703"
"Male","2686"
"20-24",""
"Female","2250"
"Male","1760"
"25-29",""
"Female","2319"
"Male","1622"
"30-34",""
"Female","1960"
"Male","1360"
"35-39",""
"Female","1888"
"Male","1522"
"40-44",""
"Female","1459"
"Male","1344"
"45-49",""
"Female","1174"
"Male","1198"
"50-54",""
"Female","929"
"Male","1097"
"55-59",""
"Female","779"
"Male","916"
"5-9",""
"Female","3387"
"Male","3519"
"60-64",""
"Female","723"
"Male","784"
"65-69",""
"Female","509"
"Male","473"
"70-74",""
"Female","326"
"Male","394"
"75+",""
"Female","267"
"Male","284"
