"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","28"
"Cow Dung","5070"
"Electricity","3"
"Kerosene","80"
"LP Gas","55"
"Not stated","19"
"Others","107"
"Wood/Firewood","1436"
"Total","6798"
