"Population by Caste Ethinicity","Number"
"Badi",""
"Female","36"
"Male","34"
"","70"
"Bhote",""
"Female","187"
"Male","26"
"","213"
"Brahman - Hill",""
"Female","15812"
"Male","13662"
"","29474"
"Chhetri",""
"Female","27484"
"Male","24366"
"","51850"
"Dalit Others",""
"Female","62"
"Male","59"
"","121"
"Damai/Dholi",""
"Female","2866"
"Male","2565"
"","5431"
"Danuwar",""
"Female","1886"
"Male","1724"
"","3610"
"Foreigner",""
"Female","127"
"Male","94"
"","221"
"Ghale",""
"Female","324"
"Male","310"
"","634"
"Gharti/Bhujel",""
"Female","1365"
"Male","1253"
"","2618"
"Gurung",""
"Female","1503"
"Male","1376"
"","2879"
"Hajam/Thakur",""
"Female","17"
"Male","29"
"","46"
"Hyolmo",""
"Female","2457"
"Male","2359"
"","4816"
"Jirel",""
"Female","131"
"Male","122"
"","253"
"Kalwar",""
"Female","9"
"Male","11"
"","20"
"Kami",""
"Female","5980"
"Male","5153"
"","11133"
"Limbu",""
"Female","6"
"Male","6"
"","12"
"Magar",""
"Female","2460"
"Male","2378"
"","4838"
"Majhi",""
"Female","3444"
"Male","3127"
"","6571"
"Newar",""
"Female","16559"
"Male","15248"
"","31807"
"Others",""
"Female","399"
"Male","489"
"","888"
"Pahari",""
"Female","941"
"Male","924"
"","1865"
"Rai",""
"Female","66"
"Male","60"
"","126"
"Sanyasi/Dasnami",""
"Female","5762"
"Male","4612"
"","10374"
"Sarki",""
"Female","2254"
"Male","2121"
"","4375"
"Sherpa",""
"Female","3767"
"Male","3651"
"","7418"
"Sonar",""
"Female","15"
"Male","18"
"","33"
"Sunuwar",""
"Female","10"
"Male","9"
"","19"
"Tamang",""
"Female","50188"
"Male","48051"
"","98239"
"Teli",""
"Female","19"
"Male","50"
"","69"
"Terai Others",""
"Female","23"
"Male","15"
"","38"
"Thakuri",""
"Female","372"
"Male","257"
"","629"
"Thami",""
"Female","2515"
"Male","2361"
"","4876"
"Tharu",""
"Female","26"
"Male","71"
"","97"
"Undefined Others",""
"Female","16"
"Male","19"
"","35"
"Yadav",""
"Female","19"
"Male","53"
"","72"
