"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","255"
"Cow Dung","4"
"Electricity Fuel","76"
"KeroseneFuel","502"
"LP Gas","3960"
"Not Sated about Fuel","387"
"OthersFuel","44"
"Wood/FireWood","61407"
"Total","66635"
