"Population by Mother tongue","Number"
"Bajjika",""
"Female","10584"
"Male","11915"
"","22499"
"Bhojpuri",""
"Female","889"
"Male","969"
"","1858"
"Hindi",""
"Female","172"
"Male","187"
"","359"
"Magar",""
"Female","6"
"Male","5"
"","11"
"Maithili",""
"Female","1209"
"Male","1252"
"","2461"
"Nepali",""
"Female","926"
"Male","954"
"","1880"
"Newar",""
"Female","25"
"Male","24"
"","49"
"Not Reported",""
"Female","30"
"Male","52"
"","82"
"Others",""
"Female","26"
"Male","25"
"","51"
"Rajsthani",""
"Female","114"
"Male","123"
"","237"
"Urdu",""
"Female","2658"
"Male","2775"
"","5433"
"Yakkha",""
"Female","8"
"Male","9"
"","17"
