"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","19"
"Christianity","0"
"Hindu","29086"
"Islam","6093"
"Jainism","0"
"Kirat","21"
"Prakriti","1"
"Sikhism","0"
"Undefined","150"
"Total","35370"
