"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","1071"
"Electricity Fuel","3"
"KeroseneFuel","95"
"LP Gas","1145"
"Not Sated about Fuel","107"
"OthersFuel","14"
"Wood/FireWood","3193"
"Total","5635"
