"Population by Mother tongue","Number"
"Danuwar",""
"Female","335"
"Male","267"
"Doteli",""
"Female","10"
"Male","8"
"Limbu",""
"Female","10"
"Male","9"
"Magahi",""
"Female","32"
"Male","29"
"Maithili",""
"Female","25217"
"Male","23209"
"Nepali",""
"Female","437"
"Male","371"
"Newar",""
"Female","43"
"Male","28"
"Not Reported",""
"Female","241"
"Male","222"
"Others",""
"Female","16"
"Male","9"
"Sherpa",""
"Female","22"
"Male","19"
"Sunuwar",""
"Female","118"
"Male","124"
"Urdu",""
"Female","813"
"Male","787"
"Yakkha",""
"Female","5"
"Male","8"
