"Population by Five Years Age Group","Number"
"0-4",""
"Female","8094"
"Male","9175"
"10-14",""
"Female","12802"
"Male","13857"
"15-19",""
"Female","14481"
"Male","17111"
"20-24",""
"Female","16425"
"Male","18703"
"25-29",""
"Female","16109"
"Male","15507"
"30-34",""
"Female","13814"
"Male","14057"
"35-39",""
"Female","11838"
"Male","12509"
"40-44",""
"Female","9158"
"Male","10403"
"45-49",""
"Female","6984"
"Male","7829"
"50-54",""
"Female","5348"
"Male","5810"
"55-59",""
"Female","4158"
"Male","4287"
"5-9",""
"Female","10524"
"Male","11603"
"60-64",""
"Female","3638"
"Male","3413"
"65-69",""
"Female","2927"
"Male","2658"
"70-74",""
"Female","2110"
"Male","1937"
"75+",""
"Female","3160"
"Male","2419"
