"Population by Five Years Age Group","Number"
"0-4",""
"Female","2019"
"Male","2042"
"10-14",""
"Female","2315"
"Male","2494"
"15-19",""
"Female","1350"
"Male","1757"
"20-24",""
"Female","1211"
"Male","1272"
"25-29",""
"Female","1335"
"Male","1305"
"30-34",""
"Female","1213"
"Male","1185"
"35-39",""
"Female","1070"
"Male","1113"
"40-44",""
"Female","820"
"Male","967"
"45-49",""
"Female","598"
"Male","753"
"50-54",""
"Female","455"
"Male","521"
"55-59",""
"Female","491"
"Male","447"
"5-9",""
"Female","2649"
"Male","2882"
"60-64",""
"Female","492"
"Male","482"
"65-69",""
"Female","445"
"Male","481"
"70-74",""
"Female","260"
"Male","320"
"75+",""
"Female","199"
"Male","232"
