"Population by Mother tongue","Number"
"Bantawa",""
"Female","619"
"Male","567"
"Bhujel",""
"Female","43"
"Male","58"
"Chamling",""
"Female","29"
"Male","27"
"Dungmali",""
"Female","789"
"Male","627"
"Limbu",""
"Female","8"
"Male","5"
"Magar",""
"Female","1263"
"Male","1103"
"Maithili",""
"Female","7"
"Male","17"
"Nepali",""
"Female","5174"
"Male","4394"
"Newar",""
"Female","663"
"Male","546"
"Not Reported",""
"Female","64"
"Male","44"
"Others",""
"Female","32"
"Male","39"
"Rai",""
"Female","132"
"Male","110"
"Tamang",""
"Female","627"
"Male","510"
"Thami",""
"Female","110"
"Male","80"
