"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","14"
"Electricity","0"
"Kerosene","17"
"LP Gas","12"
"Not stated","2"
"Others","3"
"Wood/Firewood","3733"
"Total","3782"
