"Population by Five Years Age Group","Number"
"0-4",""
"Female","890"
"Male","941"
"10-14",""
"Female","1182"
"Male","1131"
"15-19",""
"Female","1186"
"Male","1028"
"20-24",""
"Female","861"
"Male","490"
"25-29",""
"Female","675"
"Male","399"
"30-34",""
"Female","497"
"Male","338"
"35-39",""
"Female","512"
"Male","353"
"40-44",""
"Female","526"
"Male","387"
"45-49",""
"Female","492"
"Male","459"
"50-54",""
"Female","478"
"Male","449"
"55-59",""
"Female","338"
"Male","344"
"5-9",""
"Female","1050"
"Male","1031"
"60-64",""
"Female","286"
"Male","301"
"65-69",""
"Female","201"
"Male","214"
"70-74",""
"Female","146"
"Male","128"
"75+",""
"Female","243"
"Male","212"
