"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","323"
"Cow Dung","139"
"Electricity","261"
"Kerosene","3309"
"LP Gas","84511"
"Not stated","1096"
"Others","312"
"Wood/Firewood","19554"
"Total","109505"
