"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","71"
"Cow Dung","0"
"Electricity","2"
"Kerosene","2"
"LP Gas","106"
"Not stated","5"
"Others","4"
"Wood/Firewood","1656"
"Total","1846"
