"Population by Single Year of Age","Number"
"0",""
"Female","64"
"Male","62"
"1",""
"Female","59"
"Male","68"
"10",""
"Female","137"
"Male","118"
"11",""
"Female","115"
"Male","91"
"12",""
"Female","117"
"Male","139"
"13",""
"Female","123"
"Male","126"
"14",""
"Female","122"
"Male","109"
"15",""
"Female","118"
"Male","117"
"16",""
"Female","125"
"Male","98"
"17",""
"Female","109"
"Male","79"
"18",""
"Female","114"
"Male","90"
"19",""
"Female","73"
"Male","61"
"2",""
"Female","56"
"Male","70"
"20",""
"Female","88"
"Male","62"
"21",""
"Female","55"
"Male","49"
"22",""
"Female","89"
"Male","47"
"23",""
"Female","67"
"Male","37"
"24",""
"Female","66"
"Male","55"
"25",""
"Female","81"
"Male","62"
"26",""
"Female","62"
"Male","40"
"27",""
"Female","68"
"Male","42"
"28",""
"Female","81"
"Male","51"
"29",""
"Female","49"
"Male","33"
"3",""
"Female","67"
"Male","70"
"30",""
"Female","91"
"Male","51"
"31",""
"Female","43"
"Male","29"
"32",""
"Female","65"
"Male","45"
"33",""
"Female","36"
"Male","42"
"34",""
"Female","27"
"Male","23"
"35",""
"Female","86"
"Male","76"
"36",""
"Female","62"
"Male","39"
"37",""
"Female","29"
"Male","22"
"38",""
"Female","56"
"Male","40"
"39",""
"Female","29"
"Male","25"
"4",""
"Female","77"
"Male","69"
"40",""
"Female","107"
"Male","67"
"41",""
"Female","23"
"Male","16"
"42",""
"Female","55"
"Male","50"
"43",""
"Female","40"
"Male","34"
"44",""
"Female","25"
"Male","33"
"45",""
"Female","91"
"Male","45"
"46",""
"Female","34"
"Male","27"
"47",""
"Female","25"
"Male","30"
"48",""
"Female","43"
"Male","70"
"49",""
"Female","27"
"Male","37"
"5",""
"Female","91"
"Male","65"
"50",""
"Female","84"
"Male","98"
"51",""
"Female","29"
"Male","19"
"52",""
"Female","36"
"Male","43"
"53",""
"Female","21"
"Male","36"
"54",""
"Female","25"
"Male","18"
"55",""
"Female","50"
"Male","44"
"56",""
"Female","22"
"Male","21"
"57",""
"Female","23"
"Male","22"
"58",""
"Female","22"
"Male","26"
"59",""
"Female","20"
"Male","28"
"6",""
"Female","82"
"Male","91"
"60",""
"Female","61"
"Male","72"
"61",""
"Female","18"
"Male","18"
"62",""
"Female","20"
"Male","17"
"63",""
"Female","13"
"Male","13"
"64",""
"Female","12"
"Male","16"
"65",""
"Female","45"
"Male","34"
"66",""
"Female","21"
"Male","14"
"67",""
"Female","21"
"Male","13"
"68",""
"Female","17"
"Male","23"
"69",""
"Female","12"
"Male","12"
"7",""
"Female","87"
"Male","79"
"70",""
"Female","37"
"Male","45"
"71",""
"Female","7"
"Male","7"
"72",""
"Female","16"
"Male","17"
"73",""
"Female","10"
"Male","12"
"74",""
"Female","4"
"Male","2"
"75",""
"Female","23"
"Male","19"
"76",""
"Female","9"
"Male","6"
"77",""
"Female","6"
"Male","9"
"78",""
"Female","19"
"Male","15"
"79",""
"Female","7"
"Male","10"
"8",""
"Female","111"
"Male","97"
"80",""
"Female","17"
"Male","18"
"81",""
"Female","5"
"Male","2"
"82",""
"Female","3"
"Male","8"
"83",""
"Female","6"
"Male","5"
"84",""
"Female","5"
"Male","9"
"85",""
"Female","29"
"Male","28"
"9",""
"Female","99"
"Male","100"
