"Population by Five Years Age Group","Number"
"0-4",""
"Female","2934"
"Male","3060"
"10-14",""
"Female","3388"
"Male","3712"
"15-19",""
"Female","2010"
"Male","2303"
"20-24",""
"Female","2130"
"Male","1322"
"25-29",""
"Female","2193"
"Male","1260"
"30-34",""
"Female","2012"
"Male","1070"
"35-39",""
"Female","1814"
"Male","1080"
"40-44",""
"Female","1319"
"Male","916"
"45-49",""
"Female","1237"
"Male","926"
"50-54",""
"Female","902"
"Male","932"
"55-59",""
"Female","888"
"Male","859"
"5-9",""
"Female","3381"
"Male","3439"
"60-64",""
"Female","765"
"Male","864"
"65-69",""
"Female","599"
"Male","625"
"70-74",""
"Female","396"
"Male","405"
"75+",""
"Female","279"
"Male","324"
