"Population by Mother tongue","Number"
"Avadhi",""
"Female","7"
"Male","4"
"","11"
"Dailekhi",""
"Female","6"
"Male","8"
"","14"
"Doteli",""
"Female","9"
"Male","12"
"","21"
"Gurung",""
"Female","16"
"Male","15"
"","31"
"Hindi",""
"Female","31"
"Male","30"
"","61"
"Magar",""
"Female","439"
"Male","341"
"","780"
"Maithili",""
"Female","51"
"Male","50"
"","101"
"Nepali",""
"Female","9131"
"Male","7667"
"","16798"
"Newar",""
"Female","16"
"Male","17"
"","33"
"Others",""
"Female","17"
"Male","11"
"","28"
"Raji",""
"Female","139"
"Male","138"
"","277"
"Sign Language",""
"Female","6"
"Male","9"
"","15"
"Tamang",""
"Female","10"
"Male","9"
"","19"
"Tharu",""
"Female","25431"
"Male","24321"
"","49752"
"Urdu",""
"Female","30"
"Male","41"
"","71"
