"Population by Caste Ethinicity","Number"
"Badi",""
"Female","125"
"Male","90"
"","215"
"Brahman - Hill",""
"Female","2115"
"Male","1803"
"","3918"
"Brahman - Tarai",""
"Female","12"
"Male","11"
"","23"
"Chhetri",""
"Female","3138"
"Male","2475"
"","5613"
"Dalit Others",""
"Female","25"
"Male","29"
"","54"
"Damai/Dholi",""
"Female","592"
"Male","563"
"","1155"
"Dhanuk",""
"Female","7"
"Male","5"
"","12"
"Gharti/Bhujel",""
"Female","8"
"Male","7"
"","15"
"Gurung",""
"Female","92"
"Male","80"
"","172"
"Kami",""
"Female","1013"
"Male","942"
"","1955"
"Kumal",""
"Female","21"
"Male","17"
"","38"
"Lohar",""
"Female","23"
"Male","31"
"","54"
"Magar",""
"Female","982"
"Male","829"
"","1811"
"Musalman",""
"Female","62"
"Male","64"
"","126"
"Newar",""
"Female","36"
"Male","41"
"","77"
"Others",""
"Female","50"
"Male","36"
"","86"
"Raji",""
"Female","147"
"Male","149"
"","296"
"Sanyasi/Dasnami",""
"Female","411"
"Male","357"
"","768"
"Sarki",""
"Female","319"
"Male","257"
"","576"
"Tamang",""
"Female","20"
"Male","15"
"","35"
"Teli",""
"Female","7"
"Male","8"
"","15"
"Terai Others",""
"Female","19"
"Male","17"
"","36"
"Thakuri",""
"Female","421"
"Male","317"
"","738"
"Tharu",""
"Female","25694"
"Male","24530"
"","50224"
