"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","788"
"Cow Dung","27"
"Electricity Fuel","1"
"KeroseneFuel","42"
"LP Gas","176"
"Not Sated about Fuel","37"
"OthersFuel","12"
"Wood/FireWood","12185"
"Total","13268"
