"Population by Five Years Age Group","Number"
"0-4",""
"Female","1501"
"Male","1498"
"10-14",""
"Female","1755"
"Male","1829"
"15-19",""
"Female","1288"
"Male","1145"
"20-24",""
"Female","1050"
"Male","831"
"25-29",""
"Female","812"
"Male","772"
"30-34",""
"Female","632"
"Male","640"
"35-39",""
"Female","592"
"Male","611"
"40-44",""
"Female","558"
"Male","528"
"45-49",""
"Female","414"
"Male","503"
"50-54",""
"Female","377"
"Male","464"
"55-59",""
"Female","262"
"Male","331"
"5-9",""
"Female","1758"
"Male","1815"
"60-64",""
"Female","267"
"Male","301"
"65-69",""
"Female","231"
"Male","228"
"70-74",""
"Female","210"
"Male","198"
"75+",""
"Female","272"
"Male","249"
